raceId,driverId,grid_cluster,finish_cluster,statusId_cluster,dnf_cluster,num_stops_cluster,first_stop_lap_cluster,avg_stop_time_cluster,total_stop_time_cluster,year_cluster,position_improved_cluster,position_change_cluster,race_length_proxy_cluster,pit_timing_ratio_cluster,avg_time_per_stop_cluster,dbscan_label,cluster,strategy,grid_class,finish_class,statusId_class,dnf_class,num_stops_class,first_stop_lap_class,avg_stop_time_class,total_stop_time_class,year_class,position_improved_class,position_change_class,race_length_proxy_class,pit_timing_ratio_class,avg_time_per_stop_class,actual,log_prob,log_pred,svm_prob,svm_pred,model_agreement
844,17,2,2,1,0,4.0,10.0,21.10025,84.401,2011,0,0,21.0,0.4761904761904761,21.10025,3,0,Early Pit Strategy,2,2,1,0,4.0,10.0,21.10025,84.401,2011,0,0,21.0,0.4761904761904761,21.10025,0,0.2293189902013947,0,0.2431679347046368,0,1
844,4,5,3,1,0,4.0,10.0,21.53025,86.12100000000001,2011,1,2,21.0,0.4761904761904761,21.53025,3,0,Early Pit Strategy,5,3,1,0,4.0,10.0,21.53025,86.12100000000001,2011,1,2,21.0,0.4761904761904761,21.53025,1,0.3257198625878717,0,0.2304726101762745,0,1
844,1,4,4,1,0,4.0,9.0,24.90925,99.637,2011,0,0,21.0,0.4285714285714285,24.90925,3,0,Early Pit Strategy,4,4,1,0,4.0,9.0,24.90925,99.637,2011,0,0,21.0,0.4285714285714285,24.90925,0,0.2458407930736959,0,0.1974422058470608,0,1
844,3,3,5,1,0,4.0,10.0,21.18925,84.757,2011,0,-2,21.0,0.4761904761904761,21.18925,3,0,Early Pit Strategy,3,5,1,0,4.0,10.0,21.18925,84.757,2011,0,-2,21.0,0.4761904761904761,21.18925,0,0.2595588737228115,0,0.2353697233509633,0,1
844,18,6,6,1,0,3.0,13.0,21.808000000000003,65.424,2011,0,0,21.0,0.6190476190476191,21.808000000000003,1,0,Early Pit Strategy,6,6,1,0,3.0,13.0,21.808000000000003,65.424,2011,0,0,21.0,0.6190476190476191,21.808000000000003,0,0.4151142853693231,0,0.3842735704992467,0,1
844,2,9,7,1,0,4.0,10.0,21.74375,86.975,2011,1,2,21.0,0.4761904761904761,21.74375,3,0,Early Pit Strategy,9,7,1,0,4.0,10.0,21.74375,86.975,2011,1,2,21.0,0.4761904761904761,21.74375,1,0.4835627054273021,0,0.3042887231359416,0,1
844,808,7,8,1,0,4.0,8.0,21.56125,86.245,2011,0,-1,21.0,0.3809523809523809,21.56125,3,0,Early Pit Strategy,7,8,1,0,4.0,8.0,21.56125,86.245,2011,0,-1,21.0,0.3809523809523809,21.56125,0,0.3662544225643916,0,0.2348076943005883,0,1
844,67,16,9,1,0,3.0,9.0,21.976333333333333,65.929,2011,1,7,21.0,0.4285714285714285,21.976333333333333,1,1,Aggressive Multi-Stop,16,9,1,0,3.0,9.0,21.976333333333333,65.929,2011,1,7,21.0,0.4285714285714285,21.976333333333333,1,0.7343398404791028,1,0.7370606895955901,1,1
844,155,24,10,1,0,3.0,13.0,22.577,67.731,2011,1,14,21.0,0.6190476190476191,22.577,1,1,Aggressive Multi-Stop,24,10,1,0,3.0,13.0,22.577,67.731,2011,1,14,21.0,0.6190476190476191,22.577,1,0.9333196867885858,1,0.7592462596638705,1,1
844,13,10,11,1,0,4.0,9.0,23.375,93.5,2011,0,-1,21.0,0.4285714285714285,23.375,3,0,Early Pit Strategy,10,11,1,0,4.0,9.0,23.375,93.5,2011,0,-1,21.0,0.4285714285714285,23.375,0,0.4882727501371185,0,0.3107974612625807,0,1
844,30,8,12,1,0,4.0,2.0,23.01625,92.065,2011,0,-4,21.0,0.0952380952380952,23.01625,3,0,Early Pit Strategy,8,12,1,0,4.0,2.0,23.01625,92.065,2011,0,-4,21.0,0.0952380952380952,23.01625,0,0.2871817078738695,0,0.2986195890711912,0,1
844,16,12,13,11,1,3.0,10.0,21.246333333333336,63.739,2011,0,-1,21.0,0.4761904761904761,21.246333333333332,1,0,Early Pit Strategy,12,13,11,1,3.0,10.0,21.246333333333336,63.739,2011,0,-1,21.0,0.4761904761904761,21.246333333333332,0,0.6129497258487101,1,0.6237412995596564,1,1
844,815,15,14,11,1,4.0,1.0,24.06125,96.245,2011,1,1,21.0,0.0476190476190476,24.06125,3,1,Aggressive Multi-Stop,15,14,11,1,4.0,1.0,24.06125,96.245,2011,1,1,21.0,0.0476190476190476,24.06125,1,0.535493194556622,1,0.701003425921909,1,1
844,22,11,15,11,1,3.0,10.0,22.423999999999996,67.27199999999999,2011,0,-4,21.0,0.4761904761904761,22.423999999999996,1,0,Early Pit Strategy,11,15,11,1,3.0,10.0,22.423999999999996,67.27199999999999,2011,0,-4,21.0,0.4761904761904761,22.423999999999996,0,0.5579243191139679,1,0.5367349516075169,1,1
